step,loss,score_mean,score_std,score_min,score_max,grad_norm,edge_norm_min,edge_norm_max,w_l0_q0_RX,w_l0_q0_RY,w_l0_q0_RZ,w_l0_q1_RX,w_l0_q1_RY,w_l0_q1_RZ,w_l0_q2_RX,w_l0_q2_RY,w_l0_q2_RZ,w_l0_q3_RX,w_l0_q3_RY,w_l0_q3_RZ,w_l0_q4_RX,w_l0_q4_RY,w_l0_q4_RZ,w_l0_q5_RX,w_l0_q5_RY,w_l0_q5_RZ,w_l1_q0_RX,w_l1_q0_RY,w_l1_q0_RZ,w_l1_q1_RX,w_l1_q1_RY,w_l1_q1_RZ,w_l1_q2_RX,w_l1_q2_RY,w_l1_q2_RZ,w_l1_q3_RX,w_l1_q3_RY,w_l1_q3_RZ,w_l1_q4_RX,w_l1_q4_RY,w_l1_q4_RZ,w_l1_q5_RX,w_l1_q5_RY,w_l1_q5_RZ
11,0.23107002990459383,0.5215332693724014,0.04625600305042425,0.4855270362880015,0.6917947570241081,0.04286026610851137,0.036491699999999995,1.0,0.1494813535165272,-0.5113731236268648,0.37335956363209527,0.4701650968769551,-0.9833665465484343,-0.6532057520594015,0.06334289124597783,-0.16430128673623873,-0.009149218072737948,-0.42299230067455423,0.4442112144004947,0.3880938879423187,0.03118264846293506,0.5638711489406415,0.24156977803638233,-0.43221581649442836,0.17767438055811252,-0.48244642668832693,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3411234317594226,0.6008189056493982,-0.07726474103440108,-0.20751374581549503,-0.1783455425376894,0.26615459277667436,0.18888433537534854,0.2166283035075621,0.21541050150394137,1.0639443679234317,-0.20363826846193106,-0.25612136453576867,-0.40591071170833337,0.3047102178849052,0.5644861463604458
12,0.23302239157339824,0.5189409633182553,0.04005739673583935,0.46132375072955445,0.6382804395658521,0.046750469438819504,0.05278216,1.0,0.14948809986464132,-0.5122167763954708,0.37314495521279817,0.4702640885685677,-0.9840771736404641,-0.6534822043446326,0.06328563204870172,-0.16543347047255874,-0.009401118595469462,-0.4221839482767895,0.4421736982953071,0.38775791800584375,0.03072686860357051,0.5634629000410483,0.24265144191327864,-0.43246475174118615,0.17682850279138607,-0.48346776666079794,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3410078726182845,0.599810999635477,-0.07726474103440108,-0.20542023716377514,-0.17856553192029523,0.26615459277667436,0.19025792513626924,0.21811043641312491,0.21541050150394137,1.0632490884767327,-0.2030771053440265,-0.25612136453576867,-0.4062094219465638,0.30404372339004554,0.5644861463604458
13,0.2258269156033712,0.5301773415338342,0.0713693591184809,0.4444148493320653,0.7619468977494879,0.030550947263322057,0.0322758,1.0,0.14916825999477426,-0.5112654264448925,0.3728505584114515,0.4703893194565647,-0.9856576714437497,-0.6537965065472023,0.06349471059998624,-0.1657447138326035,-0.009462946479677674,-0.4220033637044056,0.4422084015787411,0.3881846978314839,0.030554905362804897,0.5633504378706239,0.24314126044893766,-0.4322587156789989,0.17607705288907136,-0.48373981021057855,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34113302116852096,0.5987093407506707,-0.07726474103440108,-0.20488721972912677,-0.17941058091498124,0.26615459277667436,0.19050402728732746,0.21775886956007792,0.21541050150394137,1.0619638603790944,-0.2026070408106864,-0.25612136453576867,-0.40630370141509625,0.30394307407342164,0.5644861463604458
14,0.24151582363715746,0.5094048981949288,0.02884908947514853,0.4529620695358913,0.5935922144261699,0.05201439064917864,0.028051600000000003,1.0,0.14894175721716285,-0.5087343793238942,0.37251675327544526,0.4700315694091724,-0.9864395220571839,-0.6541674083253773,0.06384542316566756,-0.1665356788554401,-0.009581506941402947,-0.4219692269322695,0.4406936638324176,0.38853498102710465,0.030209390870577273,0.5628342801708052,0.24461108050546693,-0.43052265502091186,0.17596867919821854,-0.48489161034355305,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34136456062452103,0.5971363132121332,-0.07726474103440108,-0.20404875654941787,-0.18010582987396875,0.26615459277667436,0.191910257955142,0.21847289813522863,0.21541050150394137,1.0628581210951626,-0.20258544914907917,-0.25612136453576867,-0.4078846780323694,0.30411147951138634,0.5644861463604458
15,0.2329086628663551,0.5200798102053398,0.05084559495886662,0.43849626911742967,0.6638063201512483,0.03402935490195666,0.02644622,1.0,0.14856668709570084,-0.5077018910398304,0.37243317447858665,0.4698738151604196,-0.9872569662514409,-0.6545185787786543,0.06364750723691194,-0.16784691511876007,-0.00970532725072138,-0.42168694127055834,0.44268679705373265,0.38829048594722465,0.030672387241902303,0.5623822507936667,0.2445895646034252,-0.43120591502921235,0.1762399223348489,-0.4849313623483955,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34156734914888615,0.5960052573078619,-0.07726474103440108,-0.20402388087446416,-0.1807242454051693,0.26615459277667436,0.1920644453648651,0.21859375367435166,0.21541050150394137,1.0626204150636476,-0.20280273967783344,-0.25612136453576867,-0.4076413042364313,0.30321816356297676,0.5644861463604458
16,0.23776702002253663,0.5163301165321669,0.06189074314076667,0.34548976098253203,0.6224460618241738,0.06353906174492104,0.028051600000000003,1.0,0.14818855340458176,-0.5090112334457538,0.372690612093717,0.4692510151337222,-0.9897131022216914,-0.6561351963904399,0.06344545144863145,-0.16801824010175725,-0.010074983753674686,-0.421622059059497,0.4431640152118015,0.38827041175880056,0.030140524849556042,0.5621994315435018,0.24531665309986897,-0.4309158881386772,0.1759286223500406,-0.48616467872536834,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34177543247142256,0.5914302825770807,-0.07726474103440108,-0.20394493459611893,-0.18159183338182727,0.26615459277667436,0.19123115101932894,0.218260379137287,0.21541050150394137,1.0613290831954008,-0.20173027157000398,-0.25612136453576867,-0.40673970273718596,0.30270869095982217,0.5644861463604458
17,0.23606717802411892,0.5170422027150137,0.053093731285531034,0.3944942629935574,0.6584428140122255,0.03508666231398811,0.06731369999999999,1.0,0.14829741119014053,-0.5094766470109245,0.3726903541146434,0.46937089492306605,-0.9900474486181141,-0.6561645039389761,0.0635849080585818,-0.16900685027934487,-0.009745089563153805,-0.4211759815458797,0.44201803714438453,0.388453314575967,0.030381020198395864,0.5626611519244253,0.24579259825650773,-0.4307025624844685,0.17622459858533365,-0.48816849814486013,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3415685611891303,0.5914765003975732,-0.07726474103440108,-0.20284974842903594,-0.181358675319202,0.26615459277667436,0.19281101630124292,0.21875386516846643,0.21541050150394137,1.061346330337988,-0.20149408294376153,-0.25612136453576867,-0.406611201341572,0.3019689924934178,0.5644861463604458
18,0.21218295661871023,0.5421933322392922,0.05095107245907666,0.4786480536411976,0.663869865933822,0.062006944872424676,0.04670686,1.0,0.1476599531049461,-0.5091813488403594,0.37252502157110934,0.4693959232620612,-0.9925164529132514,-0.6568768385598263,0.06357210470943307,-0.1692542830265947,-0.009927893729815321,-0.4202241413391516,0.44467427962644435,0.3878545884508092,0.030085231528495085,0.5617375390237749,0.24668161568139305,-0.4313406594362675,0.17712737504267262,-0.4905835068185833,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34124377425478286,0.5885197334204867,-0.07726474103440108,-0.20202500678422777,-0.18151825134381622,0.26615459277667436,0.19266133507889496,0.21790512563049175,0.21541050150394137,1.0599632698771433,-0.20095499153135896,-0.25612136453576867,-0.4054688568328523,0.30140451167411536,0.5644861463604458
19,0.2428500507429056,0.508424039292708,0.034686104428987154,0.4571806003916786,0.580639234996707,0.05065530028062491,0.02904074,1.0,0.1475350862940951,-0.5078690507576877,0.3723128883057764,0.4690383627559194,-0.9927156224227727,-0.6570953138386816,0.06389213354567537,-0.17052522190029018,-0.00983401414186129,-0.41993234601014484,0.44294077297486134,0.3879055618559981,0.02976493628317013,0.5611118679596255,0.24762883538769517,-0.43096912057915443,0.17489377439517642,-0.4898150152121639,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34141774420487486,0.5874425132370291,-0.07726474103440108,-0.20038651342886285,-0.18222328696726126,0.26615459277667436,0.19385990262407388,0.2188768087268368,0.21541050150394137,1.0595540649198634,-0.19999890197060907,-0.25612136453576867,-0.40725019716617133,0.30055269947703606,0.5644861463604458
20,0.20615094437367665,0.5478665292194967,0.04154839563453042,0.4983789560988699,0.6585658295784498,0.06507296075451786,0.05046606,0.9168439400000001,0.14708843602499508,-0.5076209148070233,0.37194348296544516,0.4696732307662011,-0.9941047228343259,-0.6568470931623062,0.0638129437932211,-0.16949691001918846,-0.009643613607976853,-0.4182859202992228,0.44421314574652826,0.38681249421386765,0.029676614685444764,0.5616911511353339,0.2477394748911652,-0.4318260594539642,0.174648799289739,-0.4919521064558813,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3413203752396061,0.5872018974766373,-0.07726474103440108,-0.19777141751287977,-0.1826892398829412,0.26615459277667436,0.19441013005657487,0.22252267518521737,0.21541050150394137,1.0579007187513954,-0.19995597934602524,-0.25612136453576867,-0.40698354943448756,0.29863260160173916,0.5644861463604458
21,0.21590952664718518,0.5408798044298755,0.07154140677080263,0.4477690027128708,0.7245787677112068,0.052821225006819565,0.032315199999999995,1.0,0.14678581494470386,-0.508462295519708,0.3718885730664656,0.47006504439953684,-0.9956196495353379,-0.657079159347463,0.06352401794355511,-0.16974874834524475,-0.009763378191002715,-0.41745476989567226,0.44670863520799886,0.3862215489401486,0.02957702038890868,0.5621218673449447,0.24816118414152802,-0.43327939556056816,0.17429451346132205,-0.4924092647057358,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34098105012331914,0.5850575000954359,-0.07726474103440108,-0.19717802415930366,-0.18308849169723926,0.26615459277667436,0.19370219984735004,0.2240464246118467,0.21541050150394137,1.0559668785692269,-0.19961689573278377,-0.25612136453576867,-0.40567524786630765,0.2977765818966567,0.5644861463604458
22,0.19958493393191779,0.5595767274343393,0.07491511939559678,0.439928112602742,0.6903530317328975,0.047646018148339776,0.05140564,1.0,0.1459778624436316,-0.5087303226681255,0.37143555040758075,0.4704883086060213,-0.9972912571361898,-0.6570208877177143,0.06354972597613114,-0.17035794916841795,-0.009814954245119625,-0.41611597770297454,0.4466828368756728,0.3863609526095529,0.0293844053503582,0.5628118372154562,0.24854922705815538,-0.43464467152773256,0.17331667635638645,-0.49327365760031705,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3407555484693736,0.5844071554122178,-0.07726474103440108,-0.1958751384735544,-0.1835870868564141,0.26615459277667436,0.19505741992676542,0.22398755888709573,0.21541050150394137,1.053619140670535,-0.19845352334310024,-0.25612136453576867,-0.40489153037758846,0.29697828752235045,0.5644861463604458
23,0.2515572061932415,0.5008331731040132,0.04888440826470807,0.3859564249406401,0.6159874532460737,0.038982489231986134,0.07445101999999999,1.0,0.1461221746498667,-0.5086644689242587,0.3713725215925228,0.4703514163851597,-0.9974158937667732,-0.657394669779008,0.06346750833317234,-0.1722025666394582,-0.009754109396380627,-0.4165846019742343,0.4464592379142315,0.3865100131658227,0.029235207802420088,0.5638615010171886,0.24917054982026857,-0.43355293363469505,0.1737759668944859,-0.4950307706263036,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3409815127993019,0.5837911524565319,-0.07726474103440108,-0.19602854065958794,-0.18420976465267047,0.26615459277667436,0.19422834223062788,0.22536341950049885,0.21541050150394137,1.0546098055553883,-0.19905438582483884,-0.25612136453576867,-0.40555868106336046,0.2966985431791631,0.5644861463604458
24,0.25245168319974687,0.5010795665180061,0.05941451427334732,0.33885702605795026,0.5948325536149185,0.041031669557665414,0.02414906,1.0,0.1462834219251439,-0.508669827815863,0.3715394488326088,0.47032594400030225,-0.9982163612806968,-0.6579925937213829,0.06358744472791521,-0.1738832020548123,-0.009616217558709344,-0.4160563249340564,0.44506510243684844,0.3859997871780472,0.029018953935338637,0.563524392898338,0.24957790019024867,-0.4335157335861884,0.1722819845855396,-0.4938708988273874,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34109772868646,0.5829032706251783,-0.07726474103440108,-0.19433661762954593,-0.18480002038482896,0.26615459277667436,0.19440968805456396,0.22657313344133223,0.21541050150394137,1.0541189170167695,-0.1993549918386861,-0.25612136453576867,-0.40596249566634196,0.2959680183231993,0.5644861463604458
25,0.24682023977876336,0.5042160208084634,0.031913727494442816,0.4228072399062199,0.5632243723460961,0.0567015779172177,0.02480608,1.0,0.14642408395659426,-0.507610561892092,0.37139562365004664,0.4701513555040257,-0.9990839702536216,-0.658404717006703,0.06346456805446433,-0.17478766067242663,-0.00976462820540986,-0.4165686984902781,0.44731823766024104,0.3858599378018329,0.02903240194551918,0.5640349033697296,0.2505232208497531,-0.4321034657910443,0.17343708359727564,-0.49567862841704885,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3414371502351456,0.5822888632804879,-0.07726474103440108,-0.19538232193601382,-0.1861909784439727,0.26615459277667436,0.1928950413483137,0.22884899291560426,0.21541050150394137,1.0560032125148457,-0.19973734514892907,-0.25612136453576867,-0.40689715400241705,0.2966787571366482,0.5644861463604458
26,0.21302012643655813,0.5457363447558303,0.08163735770947331,0.4361818966573311,0.7656656353550707,0.06178278316625275,0.029079940000000006,1.0,0.14590392510531044,-0.5083462152952347,0.37124619957523963,0.47014563457325115,-1.0011350334198472,-0.658981766273592,0.06354135704137868,-0.17592240399443354,-0.009943103059440144,-0.41582182707954896,0.44649027497019256,0.3856578607785671,0.029357457642615433,0.5629754060910787,0.251268126073809,-0.43264955799971994,0.1717256804904842,-0.49714651720639313,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34127179786132045,0.5797786953374139,-0.07726474103440108,-0.194101793228287,-0.18672431042357288,0.26615459277667436,0.19474369364236965,0.23029637902864233,0.21541050150394137,1.0544325626677937,-0.19839354439930726,-0.25612136453576867,-0.4068809376765719,0.29444609565610574,0.5644861463604458
27,0.22400534554455873,0.5294363422921121,0.05074632807541649,0.4816268831881582,0.6515794199651619,0.05091144792286654,0.02480608,0.95366646,0.14573560335024024,-0.5072988528336608,0.3710102308730167,0.47030612719104714,-1.0022247222816139,-0.6590935673572511,0.06382127260545417,-0.17766667723222276,-0.010081440465965421,-0.41598067937406225,0.4489870724369607,0.3860706398530394,0.03006464537659732,0.5625539127993154,0.2520805811531229,-0.4321143051660625,0.17216208602211042,-0.49998936474112843,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3412037724364083,0.5791452265320369,-0.07726474103440108,-0.19485036131955852,-0.18731333118830726,0.26615459277667436,0.19527532925276586,0.23054559205529074,0.21541050150394137,1.0554698447220348,-0.19742172509824688,-0.25612136453576867,-0.4072134131036985,0.2939381238943466,0.5644861463604458
28,0.22873229690479308,0.5239676113740811,0.04610273432918613,0.4579409883703391,0.6477088983283257,0.04325198518240302,0.054035900000000005,1.0,0.14549994603440597,-0.505363750949074,0.37075615479602286,0.47034439855556087,-1.0016804193681164,-0.6586916344504589,0.06364682546598864,-0.17795279611973389,-0.009955881245654958,-0.4153964988253893,0.4492172478605529,0.3856604191303988,0.029798607194654412,0.5626475871075658,0.2527644832253073,-0.43161258299056415,0.17225891749316113,-0.5022614425325905,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3412789788921229,0.5799263128490533,-0.07726474103440108,-0.19436481866873218,-0.18773598642510722,0.26615459277667436,0.19564741372298505,0.2329955770628639,0.21541050150394137,1.0553729054140026,-0.19703098042229086,-0.25612136453576867,-0.40732976543195126,0.2933254079671577,0.5644861463604458
29,0.24144139738671638,0.5113732137095102,0.05181950740392784,0.4104633982374202,0.6558426617091123,0.03563827159948795,0.041331559999999996,1.0,0.14548669063365963,-0.5052092020426588,0.3706415822221298,0.4707233959472863,-1.002129135268206,-0.658422763370649,0.06358817104530358,-0.17850000605305028,-0.009877321507751252,-0.41465695059611074,0.4503446136849706,0.38531185774114207,0.03029854596059955,0.5634983548298583,0.2529160552586479,-0.43100830825020575,0.17198977483107852,-0.5034109768137552,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.34180361779174623,0.5808283424333087,-0.07726474103440108,-0.1931734482943728,-0.1884457949400106,0.26615459277667436,0.19641272476082786,0.23230174690833003,0.21541050150394137,1.0560943051706513,-0.196411978275304,-0.25612136453576867,-0.40789435717845607,0.29193232008565284,0.5644861463604458
30,0.24565744307671175,0.50790060197715,0.059123817433568114,0.44207089278103595,0.7015975911916543,0.039144621601906016,0.0407449,1.0,0.1453253030308617,-0.5035603279087884,0.3705627478194076,0.47047357718273886,-1.0026174079018852,-0.6587780649888322,0.06375873816852748,-0.1792727469114458,-0.009739076858943247,-0.41455481775167086,0.45014214290977445,0.38523812193450985,0.030053537748236218,0.5636359403069046,0.2541066384925889,-0.4297434486584377,0.17167872616776833,-0.5038782975292176,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3422835088051937,0.5805718566653175,-0.07726474103440108,-0.1927580847068221,-0.18967823731859693,0.26615459277667436,0.19660582636758875,0.2339335395833506,0.21541050150394137,1.0571029442047317,-0.19678168227635037,-0.25612136453576867,-0.40936040760720654,0.29173141905854943,0.5644861463604458
31,0.22555463507043458,0.5296361886066461,0.06566978169224065,0.4618151828289445,0.696043518435884,0.0633018708795013,0.07924811999999999,1.0,0.14511109308049003,-0.5028389217881223,0.37024074670495727,0.4708309546664464,-1.0046170259252607,-0.659134971305076,0.064028302297162,-0.18110410275665856,-0.009919329138788551,-0.414603581742708,0.4522914929528325,0.38503214348225845,0.029306758321132595,0.562696932745183,0.255906752143201,-0.4312418313723484,0.16984569094345697,-0.5024805159517894,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3420302980415421,0.5786244108735727,-0.07726474103440108,-0.19309892942249543,-0.1909753295380151,0.26615459277667436,0.19568314318934948,0.23633873115452134,0.21541050150394137,1.0555427221326465,-0.19674078236624834,-0.25612136453576867,-0.40926762956614166,0.2919533043231401,0.5644861463604458
32,0.2292801918382267,0.525765910942623,0.06619834471817823,0.46025242420851015,0.6850141097190873,0.05657462640877611,0.07082192,1.0,0.1445570670799393,-0.5013734133290735,0.36991392353870295,0.47105395406198775,-1.0067426164188849,-0.6593896982192775,0.06425966478603168,-0.18305307022025877,-0.010039405119628923,-0.41417630646926495,0.45122979826213316,0.38482558352686913,0.029076368056427045,0.5621665609566762,0.2573932705272323,-0.43120634940278996,0.1677608074083117,-0.5019521053520795,0.43922515065363626,-0.024962955493126448,-0.09243118177263028,-0.3419626269823402,0.576362546115682,-0.07726474103440108,-0.1916938065521272,-0.1911937339393249,0.26615459277667436,0.1971583211404021,0.23772666509898333,0.21541050150394137,1.0547873120214701,-0.19675394583182404,-0.25612136453576867,-0.40988818511018443,0.29148278729324456,0.5644861463604458
