step,loss,score_mean,score_std,w_l0_q0_RX,w_l0_q1_RX,w_l0_q2_RX,w_l0_q3_RX,w_l0_q4_RX,w_l0_q5_RX,w_l0_q0_RY,w_l0_q1_RY,w_l0_q2_RY,w_l0_q3_RY,w_l0_q4_RY,w_l0_q5_RY,w_l1_q0_RX,w_l1_q1_RX,w_l1_q2_RX,w_l1_q3_RX,w_l1_q4_RX,w_l1_q5_RX,w_l1_q0_RY,w_l1_q1_RY,w_l1_q2_RY,w_l1_q3_RY,w_l1_q4_RY,w_l1_q5_RY
16,0.24771046514733241,0.5029961704853516,0.026413232343225082,0.14431646950936772,-0.5200826023800116,0.3602463848231976,0.470384638663617,-0.9865322462543881,-0.6443678859805717,0.04853704685451389,-0.1725317085534559,-0.029338900142479165,-0.43062730867773996,0.43883888838657614,0.33792345088576037,0.03301534878060802,0.5438880309197028,0.2267471884419397,-0.4270424952663793,0.20518088021408618,-0.4707648565539494,0.43922515065363626,-0.020251612232605926,-0.09299997620106085,-0.34449388916189727,0.6162060294050804,-0.07562044450982776
17,0.23997910318268878,0.510624333409466,0.022148597511769865,0.14427978536096686,-0.5209280836345266,0.35893717832462224,0.4708282706022982,-0.9870945821709213,-0.6445638835653641,0.04471206916079964,-0.17460713587136942,-0.0312279209991548,-0.4310784498849063,0.4386089930332211,0.33382765173005235,0.03301534878060802,0.5412759880729264,0.22577465736624072,-0.42555866665942094,0.20557979082455458,-0.4681621274931536,0.43922515065363626,-0.02199967055204826,-0.09494410865025747,-0.3428145098391297,0.6157536120897337,-0.07599865229725306
18,0.23197915649589504,0.5198956822140053,0.038457779071584625,0.14426190019201068,-0.5215625668442445,0.3588214615945629,0.4707772059415185,-0.9883533222394179,-0.6457314324879632,0.04344523390992114,-0.1755907663692061,-0.03156749823075037,-0.429905518785131,0.4378045728976484,0.332067334613715,0.03301534878060802,0.5403170951644934,0.22406913740828055,-0.425361777675855,0.20680930551259277,-0.46888312876978905,0.43922515065363626,-0.021856722345332043,-0.0958356649541226,-0.34090817173677784,0.6159324731366065,-0.07737297671602163
19,0.2432699915220446,0.5071444434856422,0.019062848114522406,0.1441802964374267,-0.5217234424499924,0.3579658934237359,0.47127856856013395,-0.9884777418633709,-0.6462408231542215,0.04280447920588351,-0.1767976412720066,-0.03367688347409883,-0.42984729945455447,0.4378437440222636,0.3281021464984286,0.03301534878060802,0.5385020345448883,0.22415741162288091,-0.42451196849806694,0.2077518813415986,-0.46704150918276627,0.43922515065363626,-0.02185908924459408,-0.09621822357069369,-0.3435561721383756,0.6166123492408341,-0.07554462684601389
20,0.2526107565542134,0.4983064818716534,0.030238562710989805,0.14296988665414015,-0.5213719889205991,0.3577377382464266,0.4716491983945988,-0.989092480771591,-0.6468695314664479,0.04088180915035591,-0.17765592939249278,-0.03445719750891032,-0.42888175940018214,0.43728823111389353,0.3252999576554539,0.03301534878060802,0.5377047285878046,0.22305981080381398,-0.42439978709010695,0.20928120704204833,-0.46769818394929635,0.43922515065363626,-0.02249033139934927,-0.09519668834893702,-0.3429505257236367,0.6184235428704024,-0.07433646228478935
21,0.2450079777355676,0.5052550370818853,0.015342739251153986,0.14209173649828094,-0.5209332551403175,0.35642553856716747,0.4708157397555899,-0.9898284700698968,-0.6469703186824308,0.0410536813243561,-0.18009804518335223,-0.03403622258995161,-0.4293131915324098,0.4369832267767288,0.32191867210390357,0.03301534878060802,0.5353993685966996,0.2212485754488362,-0.4242079254562308,0.2102741668367127,-0.46595302331489535,0.43922515065363626,-0.024185787241917195,-0.09363804351908414,-0.34095491650697535,0.6207290298006974,-0.07338931727389784
22,0.23092052268533553,0.521379384878774,0.04292819233598477,0.14129849668557506,-0.5196683972037932,0.3552585767236453,0.47092914668852554,-0.9912502487716005,-0.6456605087765556,0.03928203290007222,-0.1806836300281767,-0.03755103986524171,-0.4291468674524003,0.4376246859166968,0.3185090499102987,0.03301534878060802,0.5349525443709624,0.2200325155180163,-0.42393474793521985,0.21298336770463647,-0.4648614334902889,0.43922515065363626,-0.022620666044146323,-0.09420736315893016,-0.33955664927596957,0.6230546739091164,-0.07341855514794932
23,0.2415421197167814,0.5089486602536764,0.02026577636470352,0.14203045312373588,-0.5195408188847918,0.3543812515602872,0.47176139445299897,-0.9904961446400983,-0.6438532692885877,0.03823579612217108,-0.18281141968411543,-0.04151479339386403,-0.42965142457765854,0.4368881369448608,0.31551203397481364,0.03301534878060802,0.5334527027196334,0.21980874066406966,-0.4231283874421344,0.21457436116653228,-0.46360161008053924,0.43922515065363626,-0.02244454505919611,-0.09422501423555311,-0.3411953805320235,0.6216059339892913,-0.07360493461781754
24,0.24559748721212865,0.505898182113897,0.0382214732758238,0.14217653338914096,-0.5191483357415393,0.3540579215636119,0.4720176569150501,-0.9917736989766968,-0.6429745485192339,0.037161864510068435,-0.18397196050441134,-0.04274227138690376,-0.42980249183783814,0.4370692887234038,0.3106790897647264,0.03301534878060802,0.5324018048911981,0.21944579935609315,-0.42305028152847596,0.21599307430784437,-0.46253754455723006,0.43922515065363626,-0.022244292542289656,-0.0950996060474956,-0.34064735130715523,0.6222270465933567,-0.07270805763765159
25,0.2357114736519687,0.5151426935353036,0.024997324966478114,0.14225481820545738,-0.5193297977397267,0.35358660194530345,0.4713855136461247,-0.9939817801089923,-0.6426212939184863,0.036522618877798375,-0.18492811081015786,-0.043543315604751526,-0.42877577530857885,0.4374864394777791,0.3086346970961808,0.03301534878060802,0.5321461017755077,0.2179562062966557,-0.42406499175941476,0.216726250964964,-0.4624521040920987,0.43922515065363626,-0.022221181455137313,-0.09522619108188232,-0.34077395120297443,0.6230882198634957,-0.07199667338597558
26,0.23470301124232865,0.5175024712323808,0.04357919469393735,0.14210442946032878,-0.519162406717198,0.35031870910152985,0.47138374730822746,-0.9949818521853118,-0.641284462737124,0.036326073672404306,-0.18599273920848977,-0.045034716086292996,-0.42811321840854977,0.4371360432064141,0.30702596645973235,0.03301534878060802,0.5292849060274175,0.21523778289102585,-0.4244582567129812,0.2172012824467327,-0.4616155431449685,0.43922515065363626,-0.020750075778670777,-0.09533012807917088,-0.339720673071043,0.6228591502282975,-0.07192109743370224
27,0.23787168354691404,0.513300789679703,0.031552534896345935,0.14155738698130826,-0.5185596998435454,0.34787542506094304,0.47041539487709566,-0.9969340122215464,-0.6429558719949944,0.037003350307283474,-0.18868127739872115,-0.0458583023918557,-0.4278288091638323,0.437875471463721,0.30435514323335894,0.03301534878060802,0.5266904411002208,0.2137723051928636,-0.42446092299532706,0.21736002812634375,-0.4603368520547468,0.43922515065363626,-0.021192600803288383,-0.09527671952370945,-0.3394270388387056,0.6224737641453564,-0.0701661936458811
28,0.2243841268253666,0.5279533906641947,0.039447758672963414,0.14090415995462044,-0.5174123864942237,0.346794126491097,0.47162328780280643,-0.9971460334497926,-0.644435111967365,0.03649153439352259,-0.1891200010989159,-0.046576758208056984,-0.4282878149229643,0.4377715813895741,0.3009271684710604,0.03301534878060802,0.5264556337384257,0.21410808373118656,-0.42355206162832393,0.21767865561750652,-0.45866494956610915,0.43922515065363626,-0.021726235673212635,-0.09648131640103967,-0.34019751098748396,0.6236950127220037,-0.06922684154514336
29,0.23747799940071043,0.5143968446351328,0.04083595398509833,0.14109710449549492,-0.5166669204095831,0.3450300635186006,0.47116516332167513,-0.9980842609169794,-0.6447918013316082,0.03585162135369042,-0.19151263623314405,-0.04775060508144448,-0.428759981303125,0.4370548626778802,0.2980126598066523,0.03301534878060802,0.5240587477262401,0.21246384322215545,-0.4236787366554812,0.2184654952098815,-0.45820536091885583,0.43922515065363626,-0.02260363904540319,-0.09622227056366472,-0.3425498536185404,0.6229731517127167,-0.06948368175335068
30,0.23467517338421012,0.5167497189436872,0.03382808711529361,0.14007236250427604,-0.5166558094579271,0.3428778363750485,0.4698193450674138,-0.9975241835346526,-0.6476493555078885,0.033751358810947964,-0.1935284607318407,-0.048530245342234504,-0.4286601705682982,0.4372201256849296,0.2949822724626452,0.03301534878060802,0.5218816185987618,0.20997401966098656,-0.42401039889178405,0.21783976489496798,-0.45773318826832354,0.43922515065363626,-0.021532781649532456,-0.09520791397823539,-0.34234676706859885,0.6203744748770796,-0.06950834712042889
31,0.25015846289211824,0.5004633733887194,0.024932344777391903,0.1399926133209851,-0.5168961586830684,0.34101490288392305,0.46963812968563134,-0.9970624950653163,-0.648191451884543,0.03367662962206633,-0.19675283386491968,-0.050070238545490975,-0.4297358799884666,0.43688081420666824,0.29178553851106637,0.03301534878060802,0.5206755680313242,0.20867457630935643,-0.4231552716685308,0.21875097159052886,-0.45589343870333593,0.43922515065363626,-0.022735042739030653,-0.09545572513173836,-0.34229173456908035,0.6203197865645524,-0.06742926041970292
32,0.23711524620082444,0.5142311605549228,0.03382131076883981,0.13919995370272747,-0.5177906856332873,0.3404306814144354,0.4690614575574908,-0.9967785942547841,-0.6488268469440731,0.03267677658668949,-0.19790441373454593,-0.0506070626747039,-0.42928792809668365,0.4368806808017113,0.2875373239467874,0.03301534878060802,0.5184612671384196,0.20683697397552,-0.42325110286248985,0.21967393942677105,-0.45365254261843585,0.43922515065363626,-0.02243224801548924,-0.09613099016877127,-0.3422456168472222,0.6190347165230238,-0.06795299298286887
33,0.21321867648872833,0.5424486401145806,0.062172580523495155,0.13841864179882155,-0.5159333540745167,0.33938198143097165,0.4684423973838855,-0.9972466934295552,-0.6500056702190552,0.03141377334748814,-0.20036646601065228,-0.050620766278027605,-0.42996977524084035,0.43706838504895656,0.28507432049424675,0.03301534878060802,0.5175649059036692,0.2045748709239571,-0.42351065220940204,0.22022286149533746,-0.4531080779496393,0.43922515065363626,-0.022960433941244394,-0.09459589239434826,-0.3402198696471354,0.6202828304912211,-0.06913855555330958
34,0.22630760240768197,0.5263812752876724,0.04464197840438937,0.13828442599360788,-0.5144510606433168,0.3383946643497836,0.46838314576952983,-0.9985531690697372,-0.6514468625334613,0.029506112208978582,-0.2008123348860747,-0.04955522090249695,-0.429305827186311,0.4369793367805686,0.27966928686313325,0.03301534878060802,0.5158843650686352,0.2042233956495652,-0.4225586444257699,0.2208159601659368,-0.4528687618191055,0.43922515065363626,-0.023601750521687052,-0.09471224523891901,-0.3386226406108757,0.6216783796002449,-0.0695540499142769
35,0.22749311368080374,0.5250342283413418,0.04359621154403444,0.13863792577400735,-0.5167533477989014,0.3373714422560201,0.4682555565864207,-0.9985963251121373,-0.6506394184328723,0.026619618370862897,-0.2021877835014813,-0.0501683747258271,-0.42883317439628316,0.4370463628988197,0.2757723023667929,0.03301534878060802,0.5126104700645036,0.20263457824527853,-0.4218478606359216,0.22190657211262163,-0.45072386248906104,0.43922515065363626,-0.02367123280096893,-0.09460403519038482,-0.33937646105979974,0.6212699425147741,-0.06944652503141988
36,0.2197742008051618,0.5329438563896703,0.04040742185271354,0.1389031869303959,-0.5172060095283736,0.3347618764152651,0.4677461880982444,-0.9984760966695326,-0.6506023744689621,0.02449241809328699,-0.20278764270218058,-0.05135578956274217,-0.4296086764306069,0.43688577012271307,0.2724766004483161,0.03301534878060802,0.5107979741969917,0.2002782427898334,-0.42132173377036425,0.22327222630541887,-0.44986056944717007,0.43922515065363626,-0.02123696511239612,-0.09540584102590852,-0.3382608714891164,0.6213177155290657,-0.06910113310319328
37,0.2457626574339079,0.5045858242567272,0.01809563904050272,0.13748311330045662,-0.5170802260100884,0.3339724427759637,0.4668909332802736,-0.9996039242927163,-0.6484648516740893,0.023896663865914148,-0.20493787189687782,-0.05255838294223934,-0.4290325960823067,0.43691970690601756,0.26833591541207835,0.03301534878060802,0.5089569293932277,0.19832665838597363,-0.4222929630039579,0.22485040308143792,-0.4481970267510626,0.43922515065363626,-0.023086428464919068,-0.09513036440549667,-0.33647956032692544,0.6224301071006045,-0.06839054462703231
38,0.23139438452721933,0.5225620548043501,0.05871450626522663,0.13747985349535433,-0.5169178860888752,0.3326565426320969,0.46809481556719185,-1.001567489108873,-0.6474354828251674,0.023002984953163424,-0.20575570882089184,-0.054211006411591246,-0.42754598611476313,0.43747678524718114,0.2652132302677435,0.03301534878060802,0.5076691966278392,0.1976734107149295,-0.42107793307994335,0.22569239242571482,-0.44794632077585633,0.43922515065363626,-0.024715101651973923,-0.09567638591284713,-0.33490280771006,0.6220517520244572,-0.06924171966015329
39,0.23120411625838988,0.5206934435071314,0.038331989154525674,0.1381836287200186,-0.5176589822545129,0.33010262408102264,0.4683137215311371,-1.0013952768266954,-0.6475915246289253,0.02323799226115411,-0.20670665685244405,-0.0558851347418369,-0.42756259743203223,0.4368023639135435,0.26071706239966036,0.03301534878060802,0.5033387408318982,0.195491619161563,-0.4197966102699156,0.22726380264470883,-0.4466461753518828,0.43922515065363626,-0.02538615176199587,-0.09619020844823012,-0.33523484248926494,0.6221534497863702,-0.0690845332360948
40,0.24376445694042334,0.5067747406654708,0.022210374570777017,0.13791551851355308,-0.5172834070068447,0.32721927319327726,0.4682261799435443,-1.0017773971943371,-0.6483631021352568,0.022249360181608332,-0.2093422105977449,-0.057742182481041786,-0.42801967828562715,0.43688375236360394,0.2589583845866589,0.03301534878060802,0.501407485059815,0.19379720569118283,-0.41928671745210166,0.22800045722592202,-0.4466772375440424,0.43922515065363626,-0.02781548214572966,-0.09656450984823645,-0.3353693819352485,0.6217027282888348,-0.06973592200551171
41,0.2405828260300265,0.5108265706129729,0.0359469366197531,0.13756605167137148,-0.5170697883117228,0.3271518776067198,0.46823613231450184,-1.0026796704880496,-0.6480253209391539,0.020952358492271762,-0.2099423712750047,-0.05772599736738134,-0.4272792290963229,0.4364503489417429,0.25543883109724286,0.03301534878060802,0.5010046854127852,0.19287239553231592,-0.4183520946165173,0.22902494478540533,-0.44581880227771725,0.43922515065363626,-0.028612546961280967,-0.0956278048277379,-0.3346051787217951,0.6213678444354317,-0.07151983612055347
42,0.22237535973687111,0.5306236819822279,0.04540079342176354,0.13800726588181392,-0.51765935321057,0.32602783906845945,0.4682106613640915,-1.0028666386212581,-0.6472574794435009,0.020434462143778163,-0.2100642354452908,-0.058013332892139946,-0.4277886774463385,0.4363498181872224,0.24929345514497755,0.03301534878060802,0.5003332135700563,0.19177078230307598,-0.41731547930469765,0.23102023850391157,-0.44653316836896995,0.43922515065363626,-0.029068702567320883,-0.09473686984935203,-0.33504179445583476,0.6216685996119485,-0.07295272085007404
43,0.232304719907033,0.5201839237764974,0.0456207533565548,0.13871721301373172,-0.5177509821352813,0.32561810265499247,0.46822881901801383,-1.0035649802977966,-0.6478280864534824,0.01974716282547174,-0.21041915992921842,-0.06012071141200007,-0.42778324229231834,0.4363409020914302,0.24463002200006484,0.03301534878060802,0.49988251649063903,0.1921783748073509,-0.4168200655761261,0.23104270039191768,-0.4468261003344333,0.43922515065363626,-0.02923551691105494,-0.09470790307094602,-0.3347792516713818,0.6231053228111151,-0.07270489139802361
44,0.2320466283881188,0.5200068690170143,0.04065984295734246,0.13694782068709865,-0.5172135361070601,0.32504812219555784,0.4674467023014289,-1.0039637845552338,-0.6478190624444603,0.019030679800307915,-0.21072477222747243,-0.062426943987533054,-0.42932826809844665,0.43607365247552016,0.24026970019264207,0.03301534878060802,0.4987465768587278,0.18979101657325628,-0.4164900584695381,0.23162133533093623,-0.44380290590966404,0.43922515065363626,-0.02807613921858762,-0.09334563012759733,-0.33502958456489396,0.6225639604299634,-0.07293748564443628
45,0.23498150229122475,0.5158308212514884,0.02370039822868177,0.1362844287814884,-0.5160411456711534,0.3243820017402169,0.46710953405565325,-1.003558346247692,-0.6495685348486517,0.017971794679588544,-0.21127450087450136,-0.062302546986756205,-0.42994851848056675,0.4357844972066551,0.2362995054930202,0.03301534878060802,0.4979668933907313,0.18824744465672602,-0.41623555660823447,0.23273109723500252,-0.4424629382798035,0.43922515065363626,-0.028643803493864237,-0.09315946164077897,-0.33442303820211844,0.6222335364433914,-0.07213674996150159
46,0.24182897884248722,0.50910593932938,0.029189043879952623,0.13587532938139846,-0.5159384731420475,0.3237889872024039,0.46648193050445086,-1.0041077855754255,-0.6505257415166585,0.01465305866376618,-0.21365809908735708,-0.06252329917358014,-0.4303565682144707,0.435770999406736,0.2343866107177291,0.03301534878060802,0.49750266388462994,0.1863072380194763,-0.41720004223692575,0.23325243748773003,-0.44203689374817506,0.43922515065363626,-0.030986413954224284,-0.09288468403734625,-0.3334888331923149,0.6236987015932485,-0.07303193703618445
47,0.23102680670605508,0.520292676300319,0.030127902780832553,0.13634094536586183,-0.5157541175652461,0.32150939379746557,0.46670389259473877,-1.0055839556928976,-0.6506399465930662,0.013445117139004493,-0.21420241427664755,-0.06468457952986006,-0.43046051054643414,0.43544804294841755,0.23167479276518124,0.03301534878060802,0.4957203928016255,0.1845395672477644,-0.4174468837580353,0.2344872238710007,-0.44105220725806193,0.43922515065363626,-0.030645392721298896,-0.09374374589595881,-0.33401535831022505,0.6253341161532211,-0.07388014362501806
48,0.22440678210619097,0.5279612817948804,0.039827513679182976,0.13632267685398294,-0.5153326325891864,0.32021621510857845,0.4663781086391786,-1.0064974839442276,-0.6485466986264607,0.010990754979129384,-0.2162937667228071,-0.06772889296158315,-0.43045898783700215,0.4352392961948381,0.2288069236382747,0.03301534878060802,0.49426843669895215,0.18289274675227635,-0.4173134999054813,0.2362074996642473,-0.4395319989711307,0.43922515065363626,-0.03418123534464043,-0.09338657475160715,-0.33321649865899816,0.6258567996400796,-0.07248463614301917
49,0.24027012834936443,0.5111935183452658,0.03658349466569055,0.13649968375368524,-0.5137226678944228,0.32105505494056136,0.4658462543477215,-1.0068585376854033,-0.6493156681593802,0.010347799699127566,-0.21609406712635212,-0.0679138142200139,-0.4290527002257752,0.43529106808895374,0.22653310930171663,0.03301534878060802,0.49459379012930627,0.18281123283345718,-0.4176167134872725,0.23728950416415995,-0.43988796346891856,0.43922515065363626,-0.033921274761072324,-0.09372337391431344,-0.3311096692166724,0.6269192524070867,-0.07309846864496965
50,0.22749573545915158,0.5246037554883054,0.038654189822378116,0.1361668664718844,-0.5127562843491535,0.32026032103546614,0.46602145881190926,-1.006928713863202,-0.6499115594844073,0.008706467486604745,-0.21612133177423798,-0.06870765179551365,-0.43022362042443824,0.43504591609481336,0.22420063566361387,0.03301534878060802,0.4922134472769386,0.18246998069267145,-0.41684337024240353,0.23836874181925644,-0.4392097941152179,0.43922515065363626,-0.03317175559071224,-0.09455691618380366,-0.33132949741043377,0.6281946455665687,-0.07364788166744367
51,0.24055223960312977,0.5100815278397492,0.02306795352534871,0.1360504027007123,-0.5109794983858525,0.3186842611166401,0.4657607766992138,-1.0080885041359882,-0.6516336438562187,0.006816925517557662,-0.21877603060651457,-0.06861018179435287,-0.43021867381824225,0.4354257808184356,0.2207352540458729,0.03301534878060802,0.4909135219380544,0.17956250372241597,-0.41608464941741014,0.236768648356598,-0.4385943335239062,0.43922515065363626,-0.03541971031421478,-0.09519797221493458,-0.3296282645375997,0.6288948344732478,-0.07341744580497726
52,0.24177653085303558,0.5097738658823545,0.03814273879626909,0.1352047617153938,-0.5112327374576843,0.3171423970599278,0.46564385076977854,-1.009379132920696,-0.6499751663644092,0.003135683858315309,-0.22133550708547747,-0.07182361025720943,-0.43052578242562106,0.4354815814146704,0.2189957721026654,0.03301534878060802,0.48765147123240327,0.17897525463031028,-0.4162799674131881,0.23768168682723997,-0.43661012615207206,0.43922515065363626,-0.03507022601483034,-0.09685595601973095,-0.33084703742576277,0.628900449395565,-0.07297216819322935
